id	mydate	author	posts	text
1113	2021-09-07	.WhyAreYouGeh.	#448	Oerhört tragikomisk tråd, har nu läst alla sidor. Tycker det är sorgligt att frågan om vaccin splittrar folket så enormt att man ser den som gjort ett annat val än en själv som sin ärkefiende. Har vi ingen sammanhållning kvar i det här landet alls? Ser att hatet och hetsen nästan uteslutande kommer från dem som tagit vaccinet. Tänk om detta hat i stället kunde riktats mot ortengrabbar som skjuter ihjäl folk på öppen gata eller i ett fullsmockat köpcentrum. Ni kunde ha riktat samma hat mot ortenbarnen som bränner ner våra skolor och bilar, som rånar och misshandlar våra barn, våldtar våra döttrar, spränger våra trappuppgångar eller varför inte mot de styrande politiker som är ansvariga för allt detta men inte gör något åt det? Där verkar det inte finnas något hat från er sida, väldigt märkligt. Jag är absolut ingen expert på Covid eller vaccin. Jag läser och försöker respektera åsikter från båda sidor men eftersom ni som tagit vaccin har en sån låg nivå i debatten så är det svårt att ta er på allvar. Finns någon sådan på andra sidan också. Personligen kommer jag inte ta vaccinet, än. Dels för att jag inte tycker Covid är så allvarligt som det framstås i media, såvida du inte är gammal/överviktig eller har andra underliggande sjukdomar, då kanske vaccin kan hindra dig från att bli allvarligt sjuk och det är jättebra. Tycker däremot att vaccin har alldeles för dålig effekt för att det ens är värt att ta för en ung, frisk människa.
1114	2021-11-04	jori9900	#2430	hmmmmmmm Jag blir väl attackerad för ett SD-troll nu men kan detta bro på den kopiösa invandringen tro? Våraa grannländer är ju lite mer restrektiva i det avseendet.... kanske vi får in en massa gamla sjukdomar som troddes utrotade i landet nu oxå tack vara dom naiva clowner i riksdan. Det kommer säkert att blomma upp epidemier av både det ena och andra i swedistan efter covid 19 som biverkning till vaxx-vansinnet (och invandrings dito)
1115	2021-09-06	otello	#3836	Så en studie visar att en viss mutation av virus har lika stor chans att spridas av vaccinerade som av ovaccinerade individer, och detta skulle på något sätt betyda att vaccinerad individ är orsaken till att virus sprids? lol :face-with-tears-of-joy:
1116	2021-09-06	erkki17	#633	URL Även om immuniteten ser ut att hålla över längre tid är det ännu inte klarlagt hur pass länge.
1117	2021-04-15	arbetet	#26005	Då får vi vänta: Blood clots as prevalent with Pfizer and Modernas vaccine as with Astra Zeneca's: study A study by Oxford University found the number of people who receive blood clots after getting vaccinated with a coronavirus vaccine are about the same for those who get Pfizer PFE, 0.80% and Moderna MRNA, 0.46% vaccines as they are for the Astra Zeneca AZN, 2.63% vaccine that was produced with the university's help. According to the study, in million people experience cerebral venous thrombosis after getting the Pfizer or Modernas vaccine, versus in million people for the Astra Zeneca vaccine. The risk of getting CVT is much higher for those who get COVID-19 -- in a million patients -- than it is for those for get vaccinated. Astra Zeneca's vaccine use has been halted or limited in many countries on blood clot concerns. URL
1118	2021-08-01	Helge.Palmcrantz	#18078	Duger en relativt ny artikel från KI som källa eller är det regimpropaganda? One in ten have long-term effects months following mild COVID-19 URL
1119	2021-03-06	krautbrain	#2383	Det låter inte som ett vaccin man bör ge äldre i riskgrupp, men det är nu godkänt för alla...
1120	2021-09-12	BallaKlava	#4205	17% tvång, resterande är 83% rädsla som anledning att vaccinera sig (en ogrundad sådan om man lär sig att läsa enkel statistik). Första gången jag ser dig skriva något vettigt. Grattis, det finns hopp även för dig!
1121	2021-06-04	glownigger	#593	Enligt Deagel så kommer massdöden vara ett faktum 2025. De har tagit bort prognosen från sin sajt tydligen, men den finns förevigad bl.a. här: URL (TOR)
1122	2021-08-11	Frillan95	#20	Det var inte så farligt. Jag var lite trött efter bara.
1123	2021-05-10	ReijoHervonen	#4119	Förväxla inte foliehattsprocenten med den allmäna synen i väst. Tomtar här inne sitter och stryker varandra medhårs och lever i en bubbla som har mycket lite med verkligheten att göra.
1124	2021-08-17	-GG	#5988	Ja du, när man läser om folks biverkning är en gemensam nämnare att de säger att de aldrig har blivit så sjuka eller konstiga av annat vaccin tidigare. Så helt klart är det någonting annat än vanligt vaccin i dessa sprutor. För att komma runt detta börjar vaccin-barnen gasta om att det är bra att bli sjuk! det innebär nämligen att vaccin börjar verka. Så bisarr verklighet har vi alltså fått av masspsykosen Massvaccinering och de som till varje pris måste försvara det eller inte unna alla ett eget val. Många läkare vägrar också uppta sjukdomar och tillstånd efter vaccinering i officiella register eller till myndigheter. Mörkertalen är enorma.
1125	2021-08-31	mvpy	#1186	Jag fick lite ont i axeln samt lite yrsel. Symtomen var borta nästa morgon. Var det värt det? Tveklöst ja. Vad som är så konstigt med alla er vaccinmotståndare är att det har varit i ert egna intresse att hoppas att så många andra som möjligt vaccinerar sig medans ni själva låter bli. Men istället försöker ni ju övertyga hela världen istället. Knäppt.
1126	2021-11-08	korrektamund0	#3311	Det behöver jag inte googla, jag har dessutom redan redogjort för vilka krav/principer som gäller. Men för den som inte har en aning om vad som gäller (det är de flesta som bidrar här) kan det kanske vara en bra idé.
1127	2021-09-12	MrArtur	#6159	Var har du fått detta ifrån? Studie publicerad i fredags visar att vaccinerade har en 4.5 ggr lägre risk att infekteras av delta, motsvarande en vaccineffektivitet kring procent, mot infektion. URL Genom att använda skolbarn som proxy ser man också tydliga tecken på att en högre vaccinationsgrad skyddar de som ej kan vaccineras URL
1128	2021-09-13	kommunism-massmord	#1328	 Förra veckan rapporterade Världen idag att fler unga än väntat har drabbats av hjärtmuskelinflammation, och i vissa fall hjärtsäcksinflammation, efter att ha fått mRNA vaccin mot covid-19, som Pfizer/Biontech och Moderna. URL Barn och ungdomar skall INTE ta dessa vaccin, det är vansinne. Bevis på bevis visar att dessa vaccin förstör deras hälsa. Endast åldringar, fetton, rökare, multisjuka och negrar med vitamin-D brist skall ta vaccinen.
1129	2021-10-25	Fetvard	#90	Se det som en massiv demonstration av Dunning-Kruger-effekten. Förr hade folk vett nog att inte uttala sig om saker de inte förstod men detta vett tycks ha gått förlorat i den malström av narcissism och okunnighet som Web 2.0 givit oss. Den allmänna diskursen demokratiseras till döds.
1130	2021-03-20	dufrianord	#918	Du skrev detta för dagar sedan Då vart jag sur på alla som mest verkade hitta på, för då har du på sitt samvete om någon går och låter sig bli injicerad med deras mRNA teknologi. Fast nu är jag inte sur över det längre, jag tror jag inte att någon påverkas av vad som står på Flashback längre utan det har övertygats över en längre tid från Median. Som hon i TV2 Norge Det enda vaccin gör är att minska symptomen, inte smittsmidring och det gör dig inte immun. Symptomen idag är redan så lindriga att de flesta inte ens märker av det innan vårt naturlig immunförsvar hanterat problemet.
1131	2021-06-17	BagareBengt	#4012	Vetenskap i sig, utan att förtrycka jobbiga motsägande åsikter och forskare, är, precis som du antyder, blott, VAD VI VET nu.
1132	2021-10-28	Niket	#540	Nu är det så att vaccin ger ökad risk för just blodproppar och då kan det vara vaccin som ändade Lil Terselius liv.
1133	2021-08-08	Taggen2	#972	Vårdboendena i Sverige är på intet sätt tomma nu, och naturligtvis finns det horder med multisjuka äldre där. De dör nu INTE i covid-19.
1134	2021-12-17	Reiwa	#3020	Det förekommer ett tvång eftersom att det framförs hot från statens sida att om du inte gör som vi säger så drar vi in dina grundläggande rättigheter och rörelsefrihet. Förstår du att man kan tvinga en person via hot? Eller är det bara tvång om man fysiskt håller fast personen och tvångsinjicerar? Om du inte anser att tvång kan förekomma med hot endast, så bör du rimligen anse att det inte förekommer tvång under många rånsituationer för att ta ett exempel. Du är, och förblir, forumets sämsta debattör.
1135	2021-09-03	nidhoogen	#1231	Påminnelse: år, noll vacciner, 100% frisk.
1136	2021-01-01	Raggarslira	#932	Nu blev jag tveksam om man skall vaccinera sig... <beaming-face-with-smiling-eyes> Känner ni er lite konstiga ja då kan det vara covid, allt enligt en rubrik i Aftonbladet :rolling-on-the-floor-laughing: Allt för att försöka hålla igång covidiotin, men det verkar som även dom mest godtrogna klåpar börjar tänka själva och se verkligheten. Man kunde ju bara hoppas vaccinet dödar, hade rensat ur dom som är riktigt korkade.
1137	2021-07-22	Denarge	#113	det finns inga vaccin mot covid 19. Det som finns i sprutan är ett preparat som ändrar ditt Rna. Finns ingen forskning på biverkningar. Vaccin skapar antikroppar som gör dig immun, detta preparat skapar spikprotein som förvisso funkar mot covid men följder vet ingen nåt om. Ett äkta vaccin tar ca 5-10 år att ta fram. De preparat som finns nu är ej godkända. (bara nödgodkända) Både staten o tillverkaren friskriver sig från ansvar. Ingen frisk under borde ta detta preparat, finns inen anledning. De mediciner som finns mot covid och fungerar bra har nu blivit förbjudna Varsågod o skjut in ett okänd förändring av ditt Rna.... om du vill ta risken. Finns hur mycket som helst att läsa.... tänker inte länka av den anledningen
1138	2021-07-27	kommunism-massmord	#1328	Alla jag träffat via mitt jobb som haft Covid 19 har inga symptom efteråt. Samma för mig själv. Jobbar i ett yrke i vår vackra huvudstad där alla utsatts för Covid typ Sjävklart passar en del arbetsskygga personer på att försöka slippa jobba och få ersättning via post Covid , det var bara väntat. Samma parasiter som lyckas lura läkar de har ryggproblem eller är utbrända för att de skall undvika försörja sig själva, i sossar bidrags Sverige trivs de. Ofta yngre personer. Covid 19 är farligt för olika riskgrupper och svaga äldre, är du frisk och har normal hälsa är det rent vansinne ta ett obeprövat vaccin. Särskilt som svensk som tar hand om din hälsa är din risk dö i Covid 19 obefintlig. Regim medias hets om Covid 19 är bara att ignorera, de är köpta av läkemedelsbolagen, Covid 19 är den nya lyckotabletten som skall pumpas ut under många år så du skall luras vaccinera dig mot olika varianter av Covid. Stärk ditt immunförsvar istället och ge fingret åt ett obeprövat vaccin.
1139	2021-10-24	Grand-canyon	#6860	Det är väl många som tagit vaccin snarare. Och nu får ni snart ta en tredje dos om ni vill vara fortsatt vaxade.
1140	2021-08-06	maritbergman	#445	Jag vaccinerar mig både för min egen skull och för andras skull. 1. Jag är relativt ung (35) och har inga kända sjukdomar som försätter mig i riskgruppen så jag är inte direkt rädd för sjukdomen men datan tyder ju ganska tydligt på att det ändå är värt för mig att vaccinera mig även om man endast ser till egoistiska skäl. 2. För andras skull genom att bidra till att höja vaccinationsgraden i samhället samt framförallt för att minska risken för att mina äldre släktingar ska bli smittade av mig.
1141	2021-07-05	Intensivtklok	#10474	Du kanske skulle försöka förstå att de rapporter som görs här inte alls återspeglar verkligheten vad gäller konstaterade dödsfall och biverkningar. Från samma webbpats: Det finns ytterst få konstaterade samband mellan något av vaccin och dödsfall. Att folk dör efter vaccination är inte alls konstigt. Folk dör hela tiden. Aldrig tidigare har så många vaccinerats på så kort tid som med vaccin mot C19.
1142	2021-11-12	Sjelvklart	#164	Det finns massor av studier på att ivermectin fungerar , minst lika trovärdiga studier som Pfizers, Vi får väl se hur mycket fusk som ligger bakom Pfizer studien, 86% blir kanske 20%.
1143	2021-10-12	korrektamund0	#4199	Jag får influensavaccin varje år och det har jag fått i nio år nu, men jag har aldrig fått några mensrubbningar. Å andra sidan har jag aldrig blivit sjuk eller fått feber av influensavaccin heller.
1144	2021-06-02	vinkelhak	#3459	Nej, ny forskning och studier på försöksdjur visar att det är spikproteinet själv som orsakar Covid 19 fas förloppet. Dvs skadar lungor pga inflammation i blodkärlsväggar , vilket leder till det allvarliga sjukdomsförloppet som en del smittade människor drabbas av. Det är allltså inte virus själv som är problemet, utan just spikproteinet. In the new study, the researchers created a pseudovirus that was surrounded by SARS-CoV-2 classic crown of spike proteins, but did not contain any actual virus. Exposure to this pseudovirus resulted in damage to the lungs and arteries of an animal model-proving that the spike protein alone was enough to cause disease. Tissue samples showed inflammation in endothelial cells lining the pulmonary artery walls. Previous studies have shown a similar effect when cells were exposed to the SARS-CoV-2 virus, but this is the first study to show that the damage occurs when cells are exposed to the spike protein on its own. URL Detta har man inte känt till tidigare. Man visste att spikproteinet hade en viss funktion, nämligen att öppna upp celler och släppa in viruset. DÄRFÖR har man skapat ett vaccin som är tänkt att motverka den processen. MEN, man kände fortfarande inte till vad som orsakade fas 2, den vaskulära processen med inflammationer i blodkärlen. DET har man nu konstaterat i denna forskning att det är just spikproteinet som orsakar. Så nej, spikproteinet sitter inte utanpå celler hela tiden. Det frigörs och skapar problem i blodkärlen. VAD som triggar denna frigörelse är väl det man behöver forska vidare på. Tills dess borde vaccin stoppas. För dessa spikproteiner kanske nu finns där i miljontals vaccinerade människors blodsystem och kan frigöras pga vilken infektion som helst i framtiden. Ingen vet. Därför borde vaccin stoppas tills man vet vad man har att göra med.
